Id,cnpj,nome_razao_social,nome_fantasia,logradouro,numero,complemento,cep,bairro,municipio,uf,email,telefone
778,17933669000139,ERGASIA EMPREENDIMENTOS LTDA,ERGASIA ENGENHARIA E CONSTRUCOES,RUA BALDUINO TAQUES,480,SALA 01 ANDAR 7,84010901,CENTRO,PONTA GROSSA,PR,contato@ergasia.com.br,4233019361
779,82771395000190,POSTO DOIS IRMAOS LTDA,NULL,R CELSO RAMOS,4.951,,89124000,CENTRO,BENEDITO NOVO,SC,,4733850212
780,06311956000190,"HIFEN COMERCIO, IMPORTACAO E EXPORTACAO LTDA",HIFEN,AVENIDA GUARULHOS,1088,,07023000,VILA VICENTINA,GUARULHOS,SP,malu@hifenimportacao.com.br,1124210079
781,23041012000160,PROCAED EMPREENDIMENTOS IMOBILIARIOS LTDA,PROCAED EMPREENDIMENTOS IMOBILIARIOS,R 236,590,SALA 01 A,88220000,MEIA PRAIA,ITAPEMA,SC,EDUARDO@PROFORCONSTRUTORA.COM.BR,4733680018
782,04181127000105,PROFOR CONSTRUTORA E INCORPORADORA LTDA,PROFOR CONSTRUTORA,RUA 236,590,SALA 01,88220000,MEIA PRAIA,ITAPEMA,SC,,4733680018
783,04544381000120,INDUSTRIA DE LATICINIOS LACTO IRATI LTDA,,CONDOMINIO INDUSTRIAL BR 277,S/ N.,,84500000,CONDOMINIO INDUSTRIA,IRATI,PR,,4234226386
784,85567212000108,PASA COMERCIO DE COMBUSTIVEIS LTDA,POSTO GRISA,RODOVIA BR 282,705,KM 463 SALA,89683000,CENTRO,PONTE SERRADA,SC,,NULL
785,78842085000142,GASTROL GAS COMERCIO E TRANSPORTES ROSSI LTDA,,RUA JOAO BUSETTI,243,SALA,89683000,CENTRO,PONTE SERRADA,SC,,NULL
786,82264458000112,COMERCIO DE ART PARA MARCENARIA BICHO CARPINTEIRO LTDA,BICHO CARPINTEIRO,AVENIDA VIA VENETO,1780,,82400020,STA FELICIDADE,CURITIBA,PR,,NULL
787,76756113000183,AUTO POSTO LAPEANO LTDA,POSTO LAPEANO,AVENIDA CAETANO MUNHOZ DA ROCHA,600,,83750000,WILSON MONTENEGRO,LAPA,PR,POSTOLAPEANO@GMAIL.COM,4136228822
788,76876960000181,AUTO POSTO QUEDAS LTDA,AUTO POSTO QUEDAS,RODOVIA PR 473,3020,,85460000,CENTRO,QUEDAS DO IGUAçU,PR,AUTOPOSTOQUEDAS@YAHOO.COM.BR,4635321480
789,08925162000142,AUTO POSTO HARDT LTDA,AUTO POSTO HARDT LTDA,RUA XV DE OUTUBRO,3530,,89239700,RIO BONITO (PIRABEIRABA),JOINVILLE,SC,,4734255200
790,79024915000197,LANCHONETE E RESTAURANTE RIO DA PRATA LTDA,LANCHONETE E RESTAURANTE RIO DA PRATA,RODOVIA SC 418,5317,KM 6,89239400,DONA FRANCISCA (PIRABEIRABA),JOINVILLE,SC,SOCIETARIO@NUNESCONT.COM.BR,4734280019
791,81875189000168,HARDT MATERIAIS DE CONSTRUCAO LTDA,TERRAPLENAGEM HARDT,R 15 DE OUTUBRO,3510,********,89239700,PIRABEIRABA,JOINVILLE,SC,,NULL
792,30079522000191,AUTO POSTO JARDIM SOCIAL LTDA,POSTO SALVARO JARDIM SOCIAL,RUA PERCY FELICIANO DE CASTILHO,185,,82820380,BAIRRO ALTO,CURITIBA,PR,societariosolidez@hotmail.com,4133728633
793,32603313000120,AUTO POSTO ORLEANS LTDA,POSTO SALVARO ORLEANS,RUA PROFESSOR JOAO FALARZ,507,,81280270,ORLEANS,CURITIBA,PR,societariosolidez@hotmail.com,4133280504
794,34159229000195,AUTO POSTO JLS LTDA,POSTO SALVARO JLS,RUA ITUPAVA,465,,80060272,ALTO DA GLORIA,CURITIBA,PR,,4133628619
795,33673554000109,AUTO POSTO CURUPAITIS LTDA,POSTO SALVARO CURUPAITIS,RUA CURUPAITIS,1379,,80310180,SANTA QUITERIA,CURITIBA,PR,,4133628619
796,28239223000125,AUTO POSTO CASIL LTDA.,POSTO SALVARO CASIL,R TENENTE DJALMA DUTRA,125,,83005360,CENTRO,SAO JOSE DOS PINHAIS,PR,compras@ticposto.com.br,4130145368
797,95367884000123,AUTO POSTO JARDIM IPE LTDA,,AVENIDA FREDOLIN WOLF,4140,,82410330,SANTA FELICIDADE,CURITIBA,PR,,NULL
798,81071144000130,AUTO POSTO LOGUS I LTDA.,AUTO POSTO LOGUS I.,AVENIDA SAO GABRIEL,215,,83404000,JARDIM MARAMBAIA,COLOMBO,PR,,NULL
799,21634325000104,POSTO ROQUE VERNALHA LTDA,ROTTA 400,RUA PREFEITO ROQUE VERNALHA,1674,,83221000,VILA PARANAGUA,PARANAGUA,PR,contabil@ivasko.com.br,4134227796
800,83024398000123,FARMACIA MILANO LTDA,,AV ANITA GARIBALDI,297,SALA 01,89770000,CENTRO,SEARA,SC,escseara@sea.vupt.com.br,4934522344
801,83024398000204,FARMACIA MILANO LTDA,,AV ANITA GARIBALDI,182,SALA 01,89770000,CENTRO,SEARA,SC,,NULL
802,83024398000476,FARMACIA MILANO LTDA,FARMACIA MILANO FILIAL 2,R PREFEITO OCTAVIO URBANO SIMON,198,SALA 01,89780000,CENTRO,XAVANTINA,SC,,4934522344
803,83024398000557,FARMACIA MILANO LTDA,,AV TANCREDO NEVES,851,SALA 2,89760000,CENTRO,ITA,SC,,4934522344
804,08870840000117,FACRIFARMA LTDA,LIDER POPULAR,RUA CLAUDIO OLIVEIRA BRITO,28,,89805865,VILA REAL,CHAPECó,SC,nfefacrifarmalider@gmail.com,49988205277
805,17150487000191,MARCIO MIGUEL SCHWENGBER,AUTO POSTO ENTRE RIOS AVENIDA,AV LOURIVAL BARBOSA,S/N,LOTE A-6A QUADRA 35,79130000,CENTRO,RIO BRILHANTE,MS,evandro@contabilcruzeirodosul.com.br,6734163100
806,84817022000139,GRAPEGIA & ZANELLA LTDA,,RUA RIO GRANDE DO SUL,1184,TERREO,85806010,CENTRO,CASCAVEL,PR,,NULL
807,09164462000119,AUTO POSTO JARDIM TIMBORI LTDA,,R PRESIDENTE JOAO GOULART,2070,,81470470,TATUQUARA,CURITIBA,PR,,NULL
808,01526978000154,GRAVA COMERCIO DE COMBUSTIVEIS LTDA,,RUA PERNAMBUCO,555,TERREO,85801010,CENTRO,CASCAVEL,PR,,NULL
809,77088474000161,POSTO DE SERVICOS AZTECA LTDA,POSTO AZTECA MATRIZ,AVENIDA REPUBLICA ARGENTINA,1470,,85851200,CENTRO,FOZ DO IGUACU,PR,efiscal@postosazteca.com.br,4530268551
810,04231383000160,DAL VESCO & GRAPEGIA LTDA,,R DOMICIANO THEOBALDO BRESOLIN,982,,85815073,BRASILIA,CASCAVEL,PR,organizacaocristal@gmail.com,4533282908
811,09124049000120,COMERCIO DE COMBUSTIVEIS JR LTDA,POSTO NOSSA SENHORA APARECIDA,AVENIDA INDEPENDENCIA,SN,,87290000,SAIDA PARA CAMPO MOURAO,LUIZIANA,PR,,4435711261
812,80802648000110,COMERCIO DE COMBUSTIVEIS PRAIA MANSA LTDA,POSTO PRAIA MANSA,AVENIDA JOSE ARTHUR ZANLUTTI,S/N,,83260000,SERTAOZINHO,MATINHOS,PR,gerenciafilial12@rotta400.com.br,4134531727
813,78162377000134,AUTO POSTO CAROLINE LTDA,POSTO CAROLINE,RODOVIA PR 412,1161,,83255000,BALNEARIO IRAPUAN,PONTAL DO PARANA,PR,,4130260523
814,76997386000110,POSTO SERVUS LTDA.,,R CARLOS GOMES,3241,,85802060,PARQUE SAO PAULO,CASCAVEL,PR,ecpadrao@brturbo.com.br,4530388737
815,28998910000124,AUTO POSTO AVENTADOR LTDA,POSTO AVENTADOR,AVENIDA PREFEITO ERASTO GAERTNER,308,,82510160,BACACHERI,CURITIBA,PR,jones.salvaro@srpostos.com.br,41991185566
816,73496911000125,VENSON COMBUSTIVEIS TRR LTDA,REGIONAL COMBUSTIVEIS,AVENIDA UIRAPURU,600,,85859415,PORTAL,FOZ DO IGUACU,PR,efiscal@postosazteca.com.br,4535234040
817,26912989000101,PRACA CENTRAL AUTO POSTO LTDA,ROTTA 400,AVENIDA 29 DE ABRIL,119,,83280000,CENTRO,GUARATUBA,PR,contabil@ivasko.com.br,4134422404
818,08387043000183,INTER POSTO COMERCIO DE COMBUSTIVEL EIRELI,,AV MARECHAL FLORIANO PEIXOTO,4184,,80220001,PAROLIN,CURITIBA,PR,lucianes@barigui.com.br,4130177000
819,09465904000167,UNITECH INDUSTRIA DE MAQUINAS LTDA,UNITECH SERVICOS,RUA CARLOS GUSSO,400,BRCAO 01,83040630,AGUAS BELAS,SãO JOSé DOS PINHAIS,PR,unitech@unitechmaquinas.com,4132030841
820,23087949000176,BIERGARTEN CHOPERIA LTDA,,RUA VISCONDE DE TAUNAY,1183,SALA 01,89201420,CENTRO,JOINVILLE,SC,,4730289093
821,75063297000133,POSTO DE SERVICOS ROSARIO LTDA,POSTO SALVARO ROSARIO,R GERALDO GUSTAVO OSCAR MULLER,90,,82540094,BOA VISTA,CURITIBA,PR,,4133628619
822,03436298000175,AUTO POSTO F R LTDA,AUTO POSTO F.R,AVENIDA CASCAVEL,473,,83410270,JD. GUARAITUBA,COLOMBO,PR,felipe@mastercargasbrasil.com.br,41999340442
823,08922988000158,MAEDA COMERCIO DE COMBUSTIVEIS LTDA,POSTO APOLLO,AV PRESIDENTE JOHN KENNEDY,1430,TERREO,87305260,JD LAR PARANA,CAMPO MOURAO,PR,,4435239601
824,32455955000120,POSTO ARAPONGAS COMERCIO DE COMBUSTIVEIS LTDA,POSTO TRABUCO V,AVENIDA ARAPONGAS,1780,,86700140,CENTRO,ARAPONGAS,PR,POSTOTRABUCOV@GMAIL.COM,4332520028
825,31254809000173,AUTO POSTO TRABUCO ASTORGA LTDA,,RUA CURITIBA,220,,86730000,CENTRO,ASTORGA,PR,postotrabuco@gmail.com,44991439707
826,28583176000132,RJF COMBUSTIVEIS E CONVENIENCIAS DE UMUARAMA LTDA,POSTO UMUARAMA,RUA SETE DE SETEMBRO,3372,LOTE 01 02 03 QUADRA17,87501630,JARDIM PANORAMA,UMUARAMA,PR,,4436392324
827,31865105000137,RJF1 COMBUSTIVEIS E CONVENIENCIAS DE UMUARAMA LTDA,POSTO MARINGA,AVENIDA LONDRINA,4165,,87502250,ZONA II,UMUARAMA,PR,,4436249360
828,31063836000169,RJF2 COMBUSTIVEIS E CONVENIENCIAS DE UMUARAMA LTDA,AUTO POSTO BOA VISTA,AVENIDA GUARANI,2252,,87504030,ZONA IV,UMUARAMA,PR,postoboavistaumr@gmail.com,4430553056
829,31101266000154,RJF3 COMBUSTIVEIS E CONVENIENCIAS DE UMUARAMA LTDA,POSTO PINHEIRAO,AVENIDA ARACAJU,1681,,87503370,ZONA VII,UMUARAMA,PR,postopinheiraoumr@gmail.com,4430563057
830,10489240000155,M M COMERCIO DE COMBUSTIVEIS LTDA,POSTO FLEX MOURAO,RUA SAO PAULO,2074,,87303140,CENTRO,CAMPO MOURãO,PR,,44999404443
831,30815109000148,AUTO POSTO BOA VISAO SUL LTDA,,RUA ARARIGIBOIA,1577,,87355000,CENTRO,JURANDA,PR,freirevaldemar@hotmail.com,44991648187
832,09325715000199,MAX CAMP AUTO POSTO LTDA,MAX CAMP AUTO POSTO,RUA PITANGA,331,,87301060,CENTRO,CAMPO MOURãO,PR,escritorioperfeito@hotmail.com,4430176866
833,33872701000170,POSTO DE COMBUSTIVEIS CAMPINA DA LAGOA LTDA,POSTO BOM PRECO,RODOVIA VASSILIO BOIKO,SN,KM 18,87345000,AREA INDUSTRIAL,CAMPINA DA LAGOA,PR,,4435423467
834,11007610000133,AUTO POSTO SPORT LTDA,SPORT AUTO POSTO,AVENIDA GOVERNADOR PARIGOT DE SOUZA,2855,,87503410,ZONA VII,UMUARAMA,PR,,4430554248
835,11634885000105,ROLANDIA COMERCIO DE COMBUSTIVEIS LTDA,,RUA ESMERALDA,73,,86604022,VILA OLIVEIRA,ROLANDIA,PR,postotupacidinha@hotmail.com,4332567550
836,36324019000130,TUPA COMERCIO DE COMBUSTIVEIS LTDA,POSTO TUPA,AVENIDA DEZENOVE DE DEZEMBRO,4123,,87503700,ZONA I,UMUARAMA,PR,,4430561885
837,10562989000180,F. H. C. COMERCIO DE PETROLEO LTDA,AUTO POSTO TUPA,AVENIDA PONTA PORA,516,LOTE 01 QUADRA 241,79950000,CENTRO,NAVIRAí,MS,POSTOTUPANAVIRAI@HOTMAIL.COM,6734618251
838,10177257000177,EMS AUTO POSTO LTDA.,LAGO AUTO POSTO,AVENIDA PARANA,7150,,87502000,ZONA III,UMUARAMA,PR,,4436228877
839,05270868000125,PALO COMERCIO DE COMBUSTIVEIS LTDA,NULL,AVENIDA INDEPENDENCIA,1193,,85950000,CENTRO,PALOTINA,PR,,NULL
840,22275155000173,M. W. COMBUSTIVEIS LTDA,M. W. COMBUSTIVEIS,RUA NOVA ALIANCA,3125,,87501655,JARDIM MARIA LUCIA,UMUARAMA,PR,postotupa2020@hotmail.com,4436246717
841,03939598000177,POSTO DE COMBUSTIVEIS RAJAMEN LTDA,POSTO KENNEDY,AVENIDA PRESIDENTE KENNEDY,325,,85950000,CENTRO,PALOTINA,PR,,NULL
842,02448154000176,ROSA GOMES E SANTOS LTDA,SUPERMERCADO VITORIA,AVENIDA GOIAS,694,,76390000,CENTRO,BARRO ALTO,GO,,6233531731
843,28424725000126,SILFIX INDUSTRIA E COMERCIO DE FIXADORES LTDA,SILFIX FIXADORES,RUA HORACIO RUBINI,2040,,89260250,BARRA DO RIO CERRO,JARAGUá DO SUL,SC,gerencia@silfix.com.br,4732768800
844,21715793000103,STONE SEGURANCA LTDA,STONE SEGURANCA,AV JINROKU KUBOTA,3042,,87043647,JARDIM PINHEIROS III,MARINGA,PR,stoneseguranca@hotmail.com,4430236898
845,18836419000143,ALCATEIA SEGURANCA LTDA.,ALCATEIA SEGURANCA,AVENIDA SAO DOMINGOS,1723,,87040000,VILA MORANGUEIRA,MARINGá,PR,segurancaalcateia@gmail.com,4436341693
846,14313287000114,GRUPO SIERS SEGURANCA PRIVADA LTDA,,RUA DA PAZ,460,APT 24 ANDAR 02 COND DALLAS ED,80060160,CENTRO,CURITIBA,PR,gr.intertatico@gmail.com,41984474916
847,20971011000126,A.S.G. SEGURANCA LTDA,A.S.G. SEGURANCA,RUA PIXINGUINHA,287,,87053020,CONJUNTO RESIDENCIAL CIDADE ALTA,MARINGA,PR,asg_seg@hotmail.com,4432553521
848,05825144000109,DISTRICAL COMERCIO DE FERRO E ACO LTDA,"DISTRICAL, COMERCIO DE FERRO E ACO",AVENIDA JULES RIMET,2805,,85858000,BEVERLY FALLS PARK,FOZ DO IGUAçU,PR,quintella@districal.net,4530288040
849,02761380000102,PERRONI & MORO LTDA,AUTO POSTO TAMBORY,RUA DOS MISSIONARIOS,441,,79806060,VILA HELENA,DOURADOS,MS,,NULL
850,02429466000132,AUTO POSTO EMMEL LTDA,AUTO POSTO BRAGADENSE,AVENIDA WILLY BARTH,3230,,85948000,CENTRO,PATO BRAGADO,PR,,4532821305
851,03866211000108,DIVISA VEICULOS LTDA,DISTRIBUIDORA DIVISA,RUA ENGENHEIRO REBOUCAS,1028,,85851190,CENTRO,FOZ DO IGUAçU,PR,adm@divisaveiculos.com.br,4531326060
852,78902319000108,TIREX COMERCIO E LOGISTICA LTDA,,AVENIDA DOUTOR LUIZ PASSOS,639,SALA 01,85862270,TRES BANDEIRAS,FOZ DO IGUAçU,PR,tirexadm@gmail.com,4530284148
853,17687819000171,INNOVA LTDA,,AVENIDA PERIMETRAL LESTE,7033,,85858760,DISTRITO INDUSTRIAL DE FOZ DO IGUACU,FOZ DO IGUAçU,PR,,4535223309
854,08868725000108,CANADENSE INDUSTRIA DE ALIMENTOS LTDA,CANADENSE ALIMENTOS,AVENIDA PERIMETRAL LESTE,7533,CAIXA POSTAL 3030,85858760,DISTRITO INDUSTRIAL DE FOZ DO IGUACU,FOZ DO IGUACU,PR,atendimento@farinhacanadense.com.br,4530253400
855,12401554000180,F X C COMERCIO DE ALIMENTOS LTDA,F X C DISTRIBUIDORA DE ALIMENTOS,AVENIDA OLIMPIO RAFAGNIN,279,,85863495,PARQUE PRESIDENTE II,FOZ DO IGUAçU,PR,atendimento@farinhacanadense.com.br,4530253400
856,04104523000139,QUALITECH INDUSTRIA COMERCIO E REPRESENTACOES LTDA,QUALITECH IND. COM. REP.,RUA FLOR DE PEDRA,51A,,69075351,DISTRITO INDUSTRIAL,MANAUS,AM,,NULL
857,08103911000156,ORAL FOZ CLINICA ODONTOLOGICA LTDA,ORAL FOZ CLINICA ODONTOLOGICA,AVENIDA REPUBLICA ARGENTINA,2886,,85852016,MARACANA,FOZ DO IGUAçU,PR,atendimento@oralfoz.com.br,4530252222
858,22059413000184,PONTO BRASIL RESTAURANTE LTDA,PONTO BRASIL RESTAURANTE,AVENIDA DAS CATARATAS,3570,LOJA: 2011; ANDAR: SUPERIOR;,85853000,VILA YOLANDA,FOZ DO IGUAçU,PR,restaurantepontobrasil@hotmail.com,45999701402
859,00634562000197,ICTEC INDUSTRIA COMERCIO E REPRESENTACOES LTDA,ICTEC EQUIPAMENTOS INDUSTRIAIS,AVENIDA CASTELO BRANCO,629,,69065010,CACHOEIRINHA,MANAUS,AM,juebisilvestre@costaeassociados.com.br,9231942523
860,16482714000113,GRID TECNOLOGIA EM PROJETOS ELETRONICOS LTDA,GRID TECNOLOGIA,RUA DOUTOR ELVIRO DANTAS,587,SALA 104 LOTEAMENTO PARQUE SUCUPIRAS,69082640,COROADO,MANAUS,AM,administrativo@grid-tec.com.br,9236216900
861,32964455000113,CREATHUS INSTITUTO DE TECNOLOGIA DA AMAZONIA,CREATHUS INSTITUTO DE TECNOLOGIA DA AMAZONIA,RUA DOUTOR ELVIRO DANTAS,587,LOTEAMENTO PARQUE SUCUPIRAS MEZANINO SALAS 201 A 205,69082640,COROADO,MANAUS,AM,creathus@creathus.org.br,9236216901
862,02671124000124,BARIZI & TAHA S/S LTDA,CLINICA DE CARDIOLOGIA DR ALI BARIZI,RUA PADRE MONTOYA,323,"SALA B1, B2, H",85851080,CENTRO,FOZ DO IGUAçU,PR,,4535744839
863,20267957000106,G L FONTOURA & CIA LTDA,RADAR LOG TRANSPORTES,R CORONEL SARMENTO,1459,APT 401,94010031,CENTRO,GRAVATAI,RS,fabio@famaassessoria.cnt.br,5130436970
864,02099689000189,POSTO MIOSOTIS LTDA,NULL,R MIOSOTES,330,********,89229201,FATIMA,JOINVILLE,SC,,NULL
865,00376885000128,POSTO BERTAMONI LTDA,,RUA WILLY BARTH,3845,,89900000,CENTRO,SãO MIGUEL DO OESTE,SC,,NULL
866,33628655000168,GROSSI COMERCIO DE ALIMENTOS LTDA,KFC,AVENIDA PRESIDENTE KENNEDY,4121,LOJA 3045 ANDAR L3,80610905,PORTAO,CURITIBA,PR,suzana.canalles@bluebrasilsrv.com.br,4130288000
867,33628655000249,GROSSI COMERCIO DE ALIMENTOS LTDA,KFC,AV CANDIDO DE ABREU,127,LOJA G1-24,80530900,CENTRO CIVICO,CURITIBA,PR,SUZANA.CANALLES@BLUEBRASILSRV.COM.BR,4130288000
868,33628655000320,GROSSI COMERCIO DE ALIMENTOS LTDA,KFC,AVENIDA SETE DE SETEMBRO,2775,,80230903,REBOUCAS,CURITIBA,PR,suzana.canalles@bluebrasilsrv.com.br,4130288000
869,79130555000108,RODO-ARAUCARIA TRANSPORTES LTDA,RODO-ARAUCARIA TRANSPORTES,RUA LEONIDAS GARCIA RODRIGUES,639,,84261030,CENTRO,TELêMACO BORBA,PR,transmartins_asi@hotmail.com,4232729582
870,04852969000141,"RIMINI INDUSTRIA, COMERCIO E IMPORTACAO DE SORVETES LTDA",,ALAMEDA CABRAL,846,,80410064,SAO FRANCISCO,CURITIBA,PR,rh@freddogelateria.com.br,4130224623
871,11010326000116,PRESTES CONSTRUTORA E INCORPORADORA LTDA,NULL,R NESTOR GUIMARAES,111,ANDAR 4 SALA 401 A 405 EDIF CORPORATE CENTER,84040130,ESTRELA,PONTA GROSSA,PR,MAYARA.GROCHOSKI@PRESTES.COM,4231226100
872,24127159000130,VITTACE JARDIM CARVALHO INCORPORACAO IMOBILIARIA SPE LTDA,,RUA NESTOR GUIMARAES,107,ANDAR 4 SALA 401 A 405,84040130,ESTRELA,PONTA GROSSA,PR,cadastro@prestes.com,4231226100
873,02639133000138,J. MARTINEZ & CIA LTDA,O BOTICARIO,RUA GETULIO VARGAS,1087,,87702000,CENTRO,PARANAVAí,PR,,4432524975
874,28325228000170,VISTA CILLA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,,RUA NESTOR GUIMARAES,107,ANDAR 4 SALA 401 A 405 EDIF CORPORATE CENTER,84040130,ESTRELA,PONTA GROSSA,PR,cadastro@prestes.com,4231226100
875,20710542000165,PRESTES IMOBILIARIA LTDA,,R DOUTOR COLARES,215-B,,84010010,CENTRO,PONTA GROSSA,PR,leticia.konopka@prestes.com,4231226100
876,24163015000139,BFCX 03 EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,,R NESTOR GUIMARAES,107,EDIF CORPORATE CENTER ANDAR 4 SALA 401 A 405,84040130,ESTRELA,PONTA GROSSA,PR,breno@prestes.com,4231226100
877,14271033000180,VIVA LONDRINA INCORPORACAO IMOBILIARIA SPE LTDA,,RUA NESTOR GUIMARAES,107,EDIF CORPORATE CENTER ANDAR 4 SALA 401 A 405,84040130,ESTRELA,PONTA GROSSA,PR,leticia.konopka@prestes.com,4231226100
878,09243688000105,BEMAVI INCORPORADORA S/A,FONTANIVE S/A,R VICENTE BETINARDI,879,,83415360,ROSEIRA,COLOMBO,PR,,4132565478
879,78372604000156,CONSTRUTORA FONTANIVE LIMITADA,,RUA JORNALISTA OCTAVIO SECUNDINO,384,,80520480,BOM RETIRO,CURITIBA,PR,financeiro@fontanive.com.br,4132621010
880,69897981000118,MONTE SIAO COMERCIO LTDA,,AVENIDA ANTONIO PEDRO DA SILVA,825,,56200000,CENTRO,OURICURI,PE,administracao@grupodinasimao.com.br,NULL
881,03646988000159,RISOFLORA PERFUMARIA E COSMETICOS LTDA,,RUA PRESIDENTE DUTRA,12,,56250000,CENTRO,TRINDADE,PE,administracao@grupodinasimao.com.br,8738732164
882,82342403000183,FORMEDICA FARMACIA DE MANIPULACAO LTDA,FORMEDICA,RUA CORONEL DULCIDIO,436,,80420170,BATEL,CURITIBA,PR,contabilidade@formedica.com.br,NULL
883,10777170000130,SANTOS & PADILHA LTDA,ARAGUAIA IMOVEIS,AV BRASIL,270,QUADRA055D LOTE 06,78890000,BOM JESUS,SORRISO,MT,ANDREIA.ARAGUAIAIMOVEIS@GMAIL.COM,6635440563
884,08584497000144,SULGLASS - INDUSTRIA E COMERCIO DE VIDROS LTDA,SULGLASS - INDUSTRIA E COMERCIO DE VIDROS,RUA PE DEHON,600,,81630090,VILA HAUER,CURITIBA,PR,gerson@sulglass.com.br,4130461708
885,06997190000140,DALL' IGNA COMERCIO DE BEBIDAS LTDA,ZAHIL,R DOUTOR BRASILIO VICENTE DE CASTRO,111,LOJA 04 ANDAR TR COND EUROBUSINESS CD CMRL,81200526,CAMPO COMPRIDO,CURITIBA,PR,,4132966270
886,00582154000139,MECANIL INDUSTRIA E COMERCIO LTDA,MECANIL PECAS,RUA LIONS CLUBE,389,,78898099,INDUSTRIAL - 1A ETAPA,SORRISO,MT,mecanil@terra.com.br,6635443060
887,27423855000181,AUTO POSTO MWI LTDA,AUTO POSTO AVANTI,AV PERIMETRAL SUDOESTE,3493,********,78890000,EXPANSAO URBANA,SORRISO,MT,AUTOPOSTOMWI@HOTMAIL.COM,66999743285
888,08741108000147,COLOMBO PNEUS E RECAPAGENS LTDA,COLOMBO PNEUS,RODOVIA BR 163 KM 263,S/N,LOTE 01 QUADRA 40-A,79812050,PARQUE DAS NACOES I,DOURADOS,MS,GERENCIA.DOURADOS@GRUPOCOLOMBOPNEUS.COM.BR,6734240007
889,00569912000189,DO VALE PNEUS E RECAPAGEM LTDA,,RODOVIA REGIS BITTENCOURT,S/N,KM 401,11850000,OLIVEIRA BARROS,MIRACATU,SP,diretoria@grupocolombopneus.com.br,4135284886
890,85496941000110,LUIZ COLOMBO JUNIOR E CIA LTDA,COLOMBO PNEUS,RODOVIA BR-116,12779,KM 101,81690200,FANNY,CURITIBA,PR,diretoria@grupocolombopneus.com.br,4135284886
891,03795619000128,DO VALE PRUDENTE PNEUS E RECAPAGENS LTDA,DO VALE PNEUS,AVENIDA CORONEL JOSE SOARES MARCONDES,4441,,19053210,JARDIM RIO 400,PRESIDENTE PRUDENTE,SP,diretoria@grupocolombopneus.com.br,4130423057
892,85074623000242,DJ INDUSTRIA E COMERCIO DE MOVEIS LTDA,DJ INDUSTRIA E COMERCIO DE MOVEIS LTDA,AVENIDA ARVELINO DURANTE,4094,,86720000,POLO INDUSTRIAL DE SABAUDIA,SABAUDIA,PR,contabilidade@djmoveis.com.br,4331727777
893,13722312000150,TRANSPORTADORA XODO LTDA,TRANSPORTADORA XODO,AVENIDA PERIMETRAL SUDESTE,10.475,SALA 01,78890000,CENTRO,SORRISO,MT,xodo@xodo.posto.com.br,6635441225
894,70427489000168,H. N. AUTO POSTO LTDA,POSTO EXODO,AVENIDA PERIMETRAL SUDESTE,10493,,78896052,CENTRO-SUL,SORRISO,MT,EXODO@POSTOEXODO.COM.BR,6635441225
895,37457686000154,NC AUTO POSTO LTDA,POSTO SORRISAO,AVENIDA IDEMAR RIEDI,11618,,78897066,INDUSTRIAL - 2A ETAPA,SORRISO,MT,rosane@gruposorrisao.com.br,6635452700
896,80276314000150,FORTESOLO SERVICOS INTEGRADOS S.A.,FORTESOLO,AVENIDA AYRTON SENNA DA SILVA,7520,,83212090,PARQUE SAO JOAO,PARANAGUá,PR,juridico@ftsgroup.com.br,4130240041
897,96240114000188,DONNOPLAST MANUFATURADOS DE PAPEIS E PLASTICOS LTDA EM RECUPERACAO JUDICIAL,DONNOPLAST RECICLAGENS,AV VITORINO MONTEIRO,962,,18460000,DISTRITO INDUSTRIAL,ITARARE,SP,,1535324500
898,04965721000197,TRANSDONNO RENT A TRUCK LTDA EM RECUPERACAO JUDICIAL,,RUA 24 DE OUTUBRO,56,,18464012,CENTRO,ITARARE,SP,cipapel@cipapel.com,1535318500
899,50053602000185,CIPAPEL COMERCIO E INDUSTRIA DE PAPEL EM RECUPERACAO JUDICIAL LTDA,CIPAPEL PAPEIS E PLASTICOS,VIA DUQUE DE CAXIAS,330,,18460000,CENTRO,ITARARE,SP,,NULL
900,79030888000165,TINTAS TELHACOR LTDA,UIRAPURU IMPERMEABILIZANTES,R JOAO MARQUES NOBREGA,333,,86200000,PARQUE INDUSTRIAL IV,IBIPORã,PR,,4331788000
901,78386885000104,METALE INDUSTRIA COMERCIO E EXPORTACAO DE METAIS LTDA,,R CRISTOVAO COLOMBO,806,TERREO,87900000,PARQUE INDUSTRIAL I,LOANDA,PR,escritoriocontabilparana@gmail.com,4434321595
902,02703970000189,SOUZA & DELOVO LTDA,AUTO POSTO CEBOLAO,RUA VISCONDE DO RIO BRANCO,776,CASA FRENTE,17900000,CENTRO,DRACENA,SP,postocebolaodracena@gmail.com,18996469461
903,24969636000104,O MONTAGNA & CIA LTDA,AUTO PECAS UNIAO,AVENIDA PERIMETRAL SUDESTE,11331,,78896084,CENTRO-SUL,SORRISO,MT,adm@uniaopacas.com.br,6635441035
904,36961837000144,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,POSTO XAXIM,RODOVIA BR 163/364 KM 127,S/N,,78460000,JARDIM PETROPOLIS,NOBRES,MT,fiscal@deltasorriso.com.br,6635441910
